SeqNum,Time,Description,Operator,EntryLocation,ExitLocation,Product,RemRides,Change,Balance
10,3/18/16 16:47,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,23.60 
11,3/18/16 17:14,Exit,Metrorail,L'Enfant Plza N,Cleveland Park,StoredValue FF,,(2.55),21.05 
12,3/21/16 8:30,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,21.05 
13,3/21/16 8:55,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),18.00 
14,3/21/16 18:15,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,18.00 
15,3/21/16 18:46,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),14.95 
0,3/22/16 7:45,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,14.95 
1,3/22/16 8:06,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),11.90 
2,3/22/16 11:40,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,11.90 
3,3/22/16 11:46,Exit,Metrorail,L'Enfant Plza N,Capitol S,StoredValue FF,,(1.75),10.15 
3,3/22/16 12:24,Sale,Metrorail,Capitol S,,StoredValue FF,,0.00 ,10.15 
4,3/22/16 12:25,Entry,Metrorail,Capitol S,,StoredValue FF,,0.00 ,10.15 
5,3/22/16 12:30,Exit,Metrorail,Capitol S,L'Enfant Plza N,StoredValue FF,,(1.75),8.40 
6,3/22/16 16:27,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,8.40 
7,3/22/16 16:50,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),5.55 
7,3/23/16 7:24,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,5.55 
8,3/23/16 7:25,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,5.55 
9,3/23/16 7:56,Exit,Metrorail,Tenleytown-AU,Crystal City,StoredValue FF,,(3.75),1.80 
10,3/23/16 16:39,Entry,Metrorail,Crystal City,,StoredValue FF,,0.00 ,1.80 
10,3/23/16 17:14,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,1.80 
11,3/23/16 17:16,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,25.00 ,26.80 
12,3/23/16 17:17,Exit,Metrorail,Crystal City,Tenleytown-AU,StoredValue FF,,(3.75),23.05 
13,3/24/16 8:26,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,23.05 
14,3/24/16 9:00,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),20.00 
0,3/24/16 10:48,Exit,Metrorail,,Capitol S,StoredValue FF,,(1.75),18.25 
1,3/24/16 12:20,Entry,Metrorail,Capitol S,,StoredValue FF,,0.00 ,18.25 
2,3/24/16 12:27,Exit,Metrorail,Capitol S,L'Enfant Plza N,StoredValue FF,,(1.75),16.50 
15,3/24/16 10:41,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,20.00 
3,3/24/16 18:27,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,16.50 
4,3/24/16 18:47,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),13.45 
5,3/25/16 8:17,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,13.45 
6,3/25/16 8:39,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),10.40 
7,3/25/16 16:33,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,10.40 
8,3/25/16 16:41,Exit,Metrorail,L'Enfant Plza N,Gal Pl-Chntwn N,StoredValue FF,,(2.15),8.25 
9,3/25/16 18:07,Entry,Metrorail,Gal Plc-Chntn W,,StoredValue FF,,0.00 ,8.25 
10,3/25/16 18:26,Exit,Metrorail,Gal Plc-Chntn W,Tenleytown-AU,StoredValue FF,,(2.80),5.45 
10,3/28/16 8:14,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,5.45 
11,3/28/16 8:15,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,5.45 
12,3/28/16 8:36,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),2.40 
13,3/28/16 8:37,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,25.00 ,27.40 
14,3/28/16 18:56,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,27.40 
15,3/28/16 19:17,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),24.35 
0,3/29/16 7:57,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,24.35 
1,3/29/16 8:17,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),21.30 
2,3/29/16 15:44,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,21.30 
3,3/29/16 16:08,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),18.45 
4,3/30/16 8:56,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,18.45 
5,3/30/16 9:19,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),15.40 
6,3/30/16 18:27,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,15.40 
7,3/30/16 18:48,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),12.55 
8,4/4/16 8:30,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,12.55 
9,4/4/16 8:55,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),9.50 
10,4/4/16 17:55,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,9.50 
11,4/4/16 18:20,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),6.45 
12,4/5/16 8:37,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,6.45 
13,4/5/16 9:00,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),3.40 
14,4/5/16 15:50,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,3.40 
15,4/5/16 16:15,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),0.55 
0,4/6/16 9:21,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,25.00 ,25.55 
1,4/6/16 9:21,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,25.55 
2,4/6/16 9:41,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),22.50 
3,4/6/16 18:01,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,22.50 
4,4/6/16 18:26,Exit,Metrorail,L'Enfant Plza N,Clarendon,StoredValue FF,,(2.70),19.80 
5,4/7/16 8:30,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,19.80 
6,4/7/16 9:00,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),16.75 
7,4/7/16 17:32,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,16.75 
8,4/7/16 17:53,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),13.70 
9,4/9/16 16:47,Entry,Metrobus,31 - WISCONSIN AVE LIMITED 31,,StoredValue FF,,(1.75),11.95 
10,4/11/16 7:39,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,11.95 
11,4/11/16 7:49,Exit,Metrorail,Tenleytown-AU,Dupont Circle N,StoredValue FF,,(2.30),9.65 
12,4/18/16 8:31,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,9.65 
13,4/18/16 8:55,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),6.60 
14,4/19/16 8:15,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,6.60 
15,4/19/16 8:37,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),3.55 
0,4/19/16 16:24,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,3.55 
1,4/19/16 16:48,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),0.70 
2,4/20/16 8:33,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,25.00 ,25.70 
3,4/20/16 8:33,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,25.70 
4,4/20/16 9:02,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),22.65 
5,4/20/16 18:38,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,22.65 
6,4/20/16 19:04,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),19.80 
7,4/21/16 8:39,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,19.80 
8,4/21/16 9:05,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),16.75 
9,4/21/16 17:27,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,16.75 
10,4/21/16 17:51,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),13.70 
11,4/25/16 8:39,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,13.70 
12,4/25/16 9:19,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),10.65 
13,4/25/16 17:49,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,10.65 
14,4/25/16 18:12,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),7.60 
0,4/26/16 8:08,Exit,Metrorail,,L'Enfant Plza N,StoredValue FF,,(3.05),4.55 
15,4/26/16 7:44,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,7.60 
1,4/26/16 16:13,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,4.55 
2,4/26/16 16:35,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),1.70 
3,4/27/16 7:55,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,25.00 ,26.70 
4,4/27/16 7:55,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,26.70 
5,4/27/16 8:46,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),23.65 
6,4/27/16 17:32,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,23.65 
7,4/27/16 17:58,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),20.80 
8,4/28/16 8:38,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,20.80 
9,4/28/16 9:05,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),17.75 
10,4/28/16 15:16,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,17.75 
11,4/28/16 15:26,Exit,Metrorail,L'Enfant Plza N,Capitol S,StoredValue FF,,(2.15),15.60 
12,4/28/16 15:49,Entry,Metrorail,Capitol S,,StoredValue FF,,0.00 ,15.60 
13,4/28/16 15:57,Exit,Metrorail,Capitol S,L'Enfant Plza N,StoredValue FF,,(2.15),13.45 
0,4/28/16 18:33,Entry,Metrorail,Capitol S,,StoredValue FF,,0.00 ,11.30 
1,4/28/16 18:57,Exit,Metrorail,Capitol S,Tenleytown-AU,StoredValue FF,,(3.25),8.05 
14,4/28/16 18:12,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,13.45 
15,4/28/16 18:19,Exit,Metrorail,L'Enfant Plza N,Capitol S,StoredValue FF,,(2.15),11.30 
2,4/29/16 8:04,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,8.05 
3,4/29/16 8:28,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),5.00 
4,4/29/16 17:07,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,5.00 
5,4/29/16 17:37,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),1.95 
6,5/2/16 7:47,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,1.95 
7,5/2/16 8:11,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),(1.10)
8,5/2/16 17:21,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,26.00 ,24.90 
9,5/2/16 17:22,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,24.90 
10,5/2/16 17:51,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),21.85 
11,5/3/16 8:22,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,21.85 
12,5/3/16 8:49,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),18.80 
13,5/3/16 15:22,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,18.80 
14,5/3/16 15:46,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),15.95 
15,5/4/16 8:18,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,15.95 
0,5/4/16 8:44,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),12.90 
1,5/4/16 17:29,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,12.90 
2,5/4/16 17:55,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),10.05 
3,5/5/16 8:36,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,10.05 
4,5/5/16 9:04,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),7.00 
5,5/5/16 17:14,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,7.00 
6,5/5/16 17:40,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),3.95 
7,5/9/16 8:10,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,3.95 
8,5/9/16 8:44,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),0.90 
9,5/9/16 17:48,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,25.00 ,25.90 
10,5/9/16 17:48,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,25.90 
11,5/9/16 18:11,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),22.85 
12,5/10/16 8:26,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,22.85 
13,5/10/16 8:50,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),19.80 
14,5/10/16 17:41,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,19.80 
15,5/10/16 18:07,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),16.75 
0,5/11/16 7:46,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,16.75 
1,5/11/16 8:12,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),13.70 
2,5/11/16 17:35,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,13.70 
3,5/11/16 17:57,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),10.65 
4,5/12/16 8:37,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,10.65 
5,5/12/16 9:07,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),7.60 
6,5/12/16 18:05,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,7.60 
7,5/12/16 18:31,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),4.55 
8,5/13/16 8:11,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,4.55 
9,5/13/16 8:35,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),1.50 
10,5/13/16 17:17,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,1.50 
11,5/13/16 17:38,Exit,Metrorail,L'Enfant Plza N,Capitol S,StoredValue FF,,(2.15),(0.65)
12,5/13/16 17:39,Sale,Metrorail,Capitol S,,StoredValue FF,,25.00 ,24.35 
13,5/13/16 19:03,Entry,Metrorail,Capitol S,,StoredValue FF,,0.00 ,24.35 
14,5/13/16 19:29,Exit,Metrorail,Capitol S,Tenleytown-AU,StoredValue FF,,(2.35),22.00 
15,5/16/16 8:41,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,22.00 
0,5/16/16 9:04,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),18.95 
1,5/16/16 18:40,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,18.95 
2,5/16/16 19:03,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),15.90 
3,5/17/16 7:59,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,15.90 
4,5/17/16 8:25,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),12.85 
5,5/17/16 17:40,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,12.85 
6,5/17/16 18:05,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),9.80 
7,5/18/16 7:45,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,9.80 
8,5/18/16 7:52,Exit,Metrorail,Tenleytown-AU,Bethesda,StoredValue FF,,(2.15),7.65 
9,5/18/16 17:34,Entry,Metrorail,Bethesda,,StoredValue FF,,0.00 ,7.65 
10,5/18/16 17:45,Exit,Metrorail,Bethesda,Tenleytown-AU,StoredValue FF,,(2.15),5.50 
11,5/19/16 8:42,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,5.50 
12,5/19/16 9:05,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),2.45 
13,5/19/16 18:55,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,30.00 ,32.45 
14,5/19/16 18:55,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,32.45 
15,5/19/16 19:07,Exit,Metrorail,L'Enfant Plza N,U St-Cardozo W,StoredValue FF,,(2.15),30.30 
0,5/20/16 7:42,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,30.30 
1,5/20/16 8:08,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),27.25 
2,5/20/16 16:46,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,27.25 
3,5/20/16 17:18,Exit,Metrorail,L'Enfant Plza N,Gal Plc-Chntn E,StoredValue FF,,(2.15),25.10 
4,5/23/16 8:35,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,25.10 
5,5/23/16 9:03,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),22.05 
6,5/23/16 18:13,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,22.05 
7,5/23/16 18:40,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),19.00 
8,5/24/16 8:25,Entry,Metrobus,37 - WISCONSIN AVE LIMITED 37,,StoredValue FF,,(1.75),17.25 
9,5/24/16 8:55,Transfer,Metrorail,,Dupont Circle N,StoredValue FF,,0.00 ,17.25 
10,5/24/16 9:21,Exit,Metrorail,,L'Enfant Plza N,StoredValue FF,,(1.65),15.60 
11,5/24/16 18:29,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,15.60 
12,5/24/16 18:58,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),12.55 
13,5/25/16 8:47,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,12.55 
14,5/25/16 9:10,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),9.50 
15,5/25/16 18:26,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,9.50 
0,5/25/16 18:47,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),6.45 
0,5/26/16 7:41,"Sale

Cancelled Trans",Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,6.45 
1,5/26/16 7:42,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,6.45 
2,5/26/16 8:09,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),3.40 
3,5/26/16 18:03,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,3.40 
4,5/26/16 18:31,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),0.35 
5,5/31/16 8:24,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,30.35 
6,5/31/16 8:24,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,30.35 
7,5/31/16 8:49,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),27.30 
8,5/31/16 18:20,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,27.30 
9,5/31/16 18:47,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),24.25 
10,6/1/16 8:17,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,24.25 
11,6/1/16 8:47,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),21.20 
12,6/1/16 18:36,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,21.20 
13,6/1/16 18:58,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),18.15 
14,6/2/16 8:02,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,18.15 
15,6/2/16 8:26,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),15.10 
0,6/2/16 17:57,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,15.10 
1,6/2/16 18:20,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),12.05 
2,6/3/16 8:25,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,12.05 
3,6/3/16 8:48,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),9.00 
4,6/3/16 17:42,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,9.00 
5,6/3/16 17:48,Exit,Metrorail,L'Enfant Plza N,Gal Pl-Chntwn N,StoredValue FF,,(2.15),6.85 
6,6/6/16 7:28,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,6.85 
7,6/6/16 7:41,Exit,Metrorail,Tenleytown-AU,Dupont Circle N,StoredValue FF,,(2.30),4.55 
8,6/6/16 18:28,Entry,Metrorail,Dupont Circle N,,StoredValue FF,,0.00 ,4.55 
9,6/6/16 18:38,Exit,Metrorail,Dupont Circle N,Tenleytown-AU,StoredValue FF,,(2.30),2.25 
10,6/7/16 7:37,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,32.25 
11,6/7/16 7:37,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,32.25 
12,6/7/16 8:05,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),29.20 
13,6/7/16 18:31,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,29.20 
14,6/7/16 18:52,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),26.15 
