SeqNum,Time,Description,Operator,EntryLocation,ExitLocation,Product,RemRides,Change,Balance
15,6/8/16 7:44,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,26.15 
0,6/8/16 8:09,Exit,Metrorail,,L'Enfant Plza N,StoredValue FF,,(3.05),23.10 
1,6/8/16 17:40,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,23.10 
2,6/8/16 18:05,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),20.05 
3,6/9/16 7:51,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,20.05 
4,6/9/16 8:20,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),17.00 
5,6/9/16 17:21,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,17.00 
6,6/9/16 17:43,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),13.95 
7,6/10/16 7:39,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,13.95 
8,6/10/16 8:04,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),10.90 
9,6/10/16 14:04,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,10.90 
10,6/10/16 14:27,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(2.35),8.55 
11,6/13/16 8:11,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,8.55 
12,6/13/16 8:37,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),5.50 
13,6/13/16 17:52,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,5.50 
14,6/13/16 18:17,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),2.45 
15,6/14/16 8:40,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,2.45 
0,6/14/16 9:03,Exit,Metrorail,,L'Enfant Plza N,StoredValue FF,,(3.05),(0.60)
1,6/14/16 9:04,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,30.00 ,29.40 
2,6/14/16 16:46,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,29.40 
3,6/14/16 17:09,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),26.35 
4,6/15/16 8:40,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,26.35 
5,6/15/16 9:04,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),23.30 
6,6/15/16 15:06,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,23.30 
7,6/15/16 15:39,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),20.25 
8,6/16/16 8:51,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,20.25 
9,6/16/16 9:34,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),17.20 
10,6/16/16 17:55,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,17.20 
11,6/16/16 18:22,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),14.15 
12,6/20/16 7:49,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,14.15 
13,6/20/16 8:17,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),11.10 
14,6/20/16 18:33,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,11.10 
15,6/20/16 18:56,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),8.05 
0,6/21/16 8:09,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,8.05 
1,6/21/16 8:38,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),5.00 
2,6/21/16 17:44,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,5.00 
3,6/21/16 18:08,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),1.95 
4,6/21/16 18:09,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,31.95 
5,6/22/16 8:00,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,31.95 
6,6/22/16 8:22,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),28.90 
2,7/1/16 7:43,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,20.30 
3,7/1/16 8:04,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),17.25 
4,7/1/16 15:45,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,17.25 
5,7/1/16 16:12,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),14.20 
6,7/5/16 8:03,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,14.20 
7,7/5/16 8:30,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),11.15 
8,7/5/16 17:36,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,11.15 
9,7/5/16 18:04,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),8.10 
10,7/6/16 7:59,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,8.10 
11,7/6/16 8:23,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),5.05 
12,7/6/16 17:27,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,5.05 
13,7/6/16 17:53,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),2.00 
14,7/7/16 8:07,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,32.00 
15,7/7/16 8:08,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,32.00 
0,7/7/16 8:30,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),28.95 
1,7/7/16 16:35,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,28.95 
2,7/7/16 16:46,Exit,Metrorail,L'Enfant Plza N,Gal Pl-Chntwn N,StoredValue FF,,(2.15),26.80 
3,7/8/16 8:22,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,26.80 
4,7/8/16 8:49,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),23.75 
5,7/8/16 14:21,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,23.75 
6,7/8/16 14:50,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(2.35),21.40 
7,7/11/16 16:40,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,21.40 
8,7/11/16 17:02,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),18.35 
9,7/12/16 8:03,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,18.35 
10,7/12/16 8:37,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),15.30 
11,7/12/16 16:35,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,15.30 
12,7/12/16 17:02,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),12.25 
13,7/13/16 7:40,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,12.25 
14,7/13/16 8:05,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),9.20 
0,7/13/16 16:25,Exit,Metrorail,,Tenleytown-AU,StoredValue FF,,(3.05),6.15 
15,7/13/16 16:03,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,9.20 
0,7/14/16 8:06,"Sale

Cancelled Trans",Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,6.15 
1,7/14/16 8:06,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,6.15 
2,7/14/16 8:35,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),3.10 
3,7/14/16 17:13,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,3.10 
4,7/14/16 17:39,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),0.05 
5,7/18/16 8:21,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,30.05 
6,7/18/16 8:21,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,30.05 
7,7/18/16 8:50,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),27.00 
8,7/18/16 17:20,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,27.00 
9,7/18/16 17:45,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),23.95 
10,7/19/16 8:06,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,23.95 
11,7/19/16 8:31,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),20.90 
12,7/19/16 17:01,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,20.90 
13,7/19/16 17:26,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),17.85 
14,7/20/16 8:02,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,17.85 
15,7/20/16 8:30,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),14.80 
0,7/20/16 17:39,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,14.80 
1,7/20/16 18:03,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),11.75 
2,7/21/16 8:15,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,11.75 
3,7/21/16 8:44,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),8.70 
4,7/21/16 17:05,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,8.70 
5,7/21/16 17:27,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),5.65 
6,7/25/16 8:16,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,5.65 
7,7/25/16 8:46,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),2.60 
8,7/25/16 17:12,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,30.00 ,32.60 
9,7/25/16 17:12,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,32.60 
10,7/25/16 17:42,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),29.55 
11,7/26/16 8:27,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,29.55 
12,7/26/16 8:57,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),26.50 
13,7/26/16 17:16,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,26.50 
14,7/26/16 17:45,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),23.45 
0,7/28/16 9:12,Exit,Metrorail,,L'Enfant Plza N,StoredValue FF,,(3.05),20.40 
15,7/28/16 8:43,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,23.45 
1,7/28/16 17:47,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,20.40 
2,7/28/16 18:11,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),17.35 
3,7/29/16 8:16,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,17.35 
4,7/29/16 9:09,Exit,Metrorail,Tenleytown-AU,Ballston,StoredValue FF,,(3.60),13.75 
5,7/29/16 16:47,Entry,Metrorail,Grosvenor,,StoredValue FF,,0.00 ,13.75 
6,7/29/16 17:02,Exit,Metrorail,Grosvenor,Tenleytown-AU,StoredValue FF,,(3.05),10.70 
7,8/1/16 8:42,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,10.70 
8,8/1/16 9:06,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),7.65 
9,8/1/16 17:03,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,7.65 
10,8/1/16 17:27,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),4.60 
11,8/2/16 8:37,Sale,Metrorail,Tenleytown-AU,,StoredValue FF,,30.00 ,34.60 
12,8/2/16 8:38,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,34.60 
13,8/2/16 9:02,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),31.55 
14,8/2/16 16:56,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,31.55 
15,8/2/16 17:17,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),28.50 
0,8/3/16 8:29,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,28.50 
1,8/3/16 9:00,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),25.45 
2,8/3/16 17:35,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,25.45 
3,8/3/16 18:05,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),22.40 
4,8/4/16 8:38,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,22.40 
5,8/4/16 9:05,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),19.35 
6,8/4/16 17:15,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,19.35 
7,8/4/16 17:38,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),16.30 
8,8/9/16 8:44,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,16.30 
9,8/9/16 9:13,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),13.25 
10,8/9/16 16:59,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,13.25 
11,8/9/16 17:27,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),10.20 
12,8/10/16 8:37,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,10.20 
13,8/10/16 8:58,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),7.15 
14,8/10/16 16:32,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,7.15 
15,8/10/16 17:02,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),4.10 
0,8/11/16 9:01,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,4.10 
1,8/11/16 9:28,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),1.05 
1,8/11/16 17:23,"Sale

Cancelled Trans",Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,1.05 
1,8/11/16 17:23,"Sale

Cancelled Trans",Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,1.05 
1,8/11/16 17:26,"Sale

Cancelled Trans",Metrorail,L'Enfant Plza N,,StoredValue FF,,30.00 ,31.05 
2,8/11/16 17:26,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,30.00 ,31.05 
3,8/11/16 17:27,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,31.05 
4,8/11/16 17:50,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),28.00 
5,8/12/16 9:08,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,28.00 
6,8/12/16 9:39,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),24.95 
7,8/12/16 16:31,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,24.95 
8,8/12/16 16:55,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),21.90 
9,8/16/16 8:52,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,21.90 
10,8/16/16 9:19,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),18.85 
11,8/16/16 17:02,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,18.85 
12,8/16/16 17:29,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),15.80 
13,8/17/16 8:33,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,15.80 
14,8/17/16 8:54,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),12.75 
15,8/17/16 16:45,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,12.75 
0,8/17/16 17:22,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),9.70 
1,8/18/16 7:47,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,9.70 
2,8/18/16 8:35,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),6.65 
3,8/18/16 16:56,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,6.65 
4,8/18/16 17:23,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),3.60 
5,8/19/16 8:45,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,3.60 
6,8/19/16 9:12,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),0.55 
7,8/19/16 16:51,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,30.00 ,30.55 
8,8/19/16 16:51,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,30.55 
9,8/19/16 17:03,Exit,Metrorail,L'Enfant Plza N,Pentagon City,StoredValue FF,,(2.15),28.40 
10,8/22/16 8:36,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,28.40 
11,8/22/16 9:07,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),25.35 
12,8/22/16 16:59,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,25.35 
13,8/22/16 17:21,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),22.30 
14,8/23/16 7:42,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,22.30 
15,8/23/16 8:09,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),19.25 
0,8/23/16 16:29,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,19.25 
1,8/23/16 16:52,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),16.20 
2,8/24/16 7:39,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,16.20 
3,8/24/16 8:06,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),13.15 
4,8/24/16 16:43,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,13.15 
5,8/24/16 17:06,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),10.10 
6,8/25/16 7:48,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,10.10 
7,8/25/16 8:10,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),7.05 
8,8/25/16 17:00,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,7.05 
9,8/25/16 17:35,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),4.00 
9,8/26/16 7:47,"Sale

Cancelled Trans",Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,4.00 
10,8/26/16 7:48,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,4.00 
11,8/26/16 8:13,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),0.95 
12,8/26/16 15:21,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,30.00 ,30.95 
13,8/26/16 15:21,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,30.95 
14,8/26/16 15:45,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),27.90 
15,8/29/16 7:52,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,27.90 
0,8/29/16 8:19,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),24.85 
1,8/29/16 16:31,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,24.85 
2,8/29/16 16:53,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),21.80 
3,8/30/16 8:40,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,21.80 
4,8/30/16 9:03,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),18.75 
5,8/30/16 17:44,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,18.75 
6,8/30/16 18:18,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),15.70 
7,8/31/16 8:23,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,15.70 
8,8/31/16 8:49,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),12.65 
9,8/31/16 18:31,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,12.65 
10,8/31/16 18:51,Exit,Metrorail,L'Enfant Plza N,Va Sq-GMU,StoredValue FF,,(2.85),9.80 
11,9/1/16 8:32,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,9.80 
12,9/1/16 8:58,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),6.75 
13,9/1/16 18:50,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,6.75 
14,9/1/16 19:13,Exit,Metrorail,L'Enfant Plza N,Clarendon,StoredValue FF,,(2.70),4.05 
15,9/6/16 8:15,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,4.05 
0,9/6/16 8:41,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),1.00 
1,9/6/16 8:41,Sale,Metrorail,L'Enfant Plza N,,StoredValue FF,,30.00 ,31.00 
2,9/6/16 16:46,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,31.00 
3,9/6/16 17:14,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),27.95 
4,9/12/16 8:52,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,27.95 
5,9/12/16 9:19,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),24.90 
6,9/12/16 17:13,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,24.90 
7,9/12/16 17:35,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),21.85 
8,9/13/16 8:46,Entry,Metrorail,Tenleytown-AU,,StoredValue FF,,0.00 ,21.85 
9,9/13/16 9:14,Exit,Metrorail,Tenleytown-AU,L'Enfant Plza N,StoredValue FF,,(3.05),18.80 
10,9/13/16 17:04,Entry,Metrorail,L'Enfant Plza N,,StoredValue FF,,0.00 ,18.80 
11,9/13/16 17:32,Exit,Metrorail,L'Enfant Plza N,Tenleytown-AU,StoredValue FF,,(3.05),15.75 
